Control,Input,SWNOutput,SWNDrain,SWPOutput,SWPDrain
38,38,41.251568000000006,6.842028000000001,7.730156000000002,6.842028000000001
38,39,42.004864000000005,6.891564000000001,8.146908000000002,6.891564000000001
38,40,42.758160000000004,6.9411000000000005,8.56366,6.9411000000000005
38,41,43.51241600000001,6.989512000000001,8.81794,6.989512000000001
38,42,44.266672000000014,7.037924000000001,9.072220000000002,7.037924000000001
38,43,45.02092800000001,7.086336000000001,9.326500000000003,7.086336000000001
38,44,45.775184,7.134748000000002,9.58078,7.134748000000002
38,45,46.52944000000001,7.183160000000001,9.835060000000002,7.183160000000001
38,46,47.28370400000001,7.231580000000001,10.089348000000001,7.231580000000001
38,47,48.037968000000006,7.280000000000002,10.343636000000002,7.280000000000002
38,48,48.79223200000001,7.328420000000001,10.597924000000003,7.328420000000001
38,49,49.54649600000001,7.376840000000001,10.852212000000002,7.376840000000001
38,50,50.30076000000001,7.42526,11.1065,7.42526
38,51,51.05908400000001,7.477136000000002,11.619432000000002,7.477136000000002
